class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,qf_0,qf_1,qf_2,qf_3,qf_4,qf_5,qf_6,qf_7,qf_8,qf_9,qf_10,qf_11,qf_12,y,set,fold,row_id
0.8226179,-0.41230255,1.0740116,0.17875198,-0.36231357,-0.14037389,2.2664626,-0.43924215,-0.79121405,-0.79276997,-0.27948228,0.23489419,0.15146506,0.0087890625,0.016601562,-0.022460938,0.0009765625,-0.0078125,0.0073242188,-0.010253906,-0.013183594,0.015136719,0.0029296875,-0.0014648438,-0.021972656,-0.016113281,1,train,1,22
-0.3897871,0.20567621,0.75738215,0.5305539,0.14414768,1.0834224,-0.0808139,0.2148467,-1.2271898,-1.2175255,-0.08012446,0.37487632,0.6252937,0.012207031,-0.0014648438,-0.009277344,-0.01171875,0.021484375,0.009277344,0.018554688,0.021972656,-0.03125,-0.022949219,0.040039062,0.018066406,0.044433594,1,train,1,24
-0.28609493,2.8831787,-0.35539523,0.49736932,0.63621384,0.30209044,1.1644548,-0.43924215,-0.39956775,-0.59809035,-0.15339679,0.32639667,1.5855166,-0.021972656,0.0068359375,0.025878906,-0.0029296875,0.011230469,0.017578125,0.0029296875,0.026367188,-0.0107421875,0.028320312,0.033691406,-0.030761719,0.0029296875,1,train,1,25
-0.824149,-0.9147144,-0.720309,0.0460118,0.26676735,0.6244988,-1.1828216,2.1771133,0.15413192,-0.25605443,0.7672652,0.20081255,-0.50417763,-0.03857422,-0.005859375,0.0234375,-0.0107421875,0.008300781,-0.0126953125,-0.019042969,-0.018066406,0.016113281,-0.03564453,0.018066406,0.0234375,0.0126953125,1,train,1,26
0.8643725,-0.6653332,3.351858,0.40761778,-0.03948374,0.88929963,2.786855,1.5230244,-0.49742705,-0.49151674,0.069750756,0.43279392,0.3312775,-0.0024414062,0.0034179688,-0.015625,0.01953125,0.0068359375,0.026855469,-0.022949219,0.016113281,0.005859375,0.001953125,-0.016601562,-0.0014648438,0.013183594,1,train,1,27
0.091864966,-1.0375803,0.76794213,-2.2238398,0.20093761,-0.14860353,-0.39672276,-1.7474198,-0.43699685,-0.87914467,0.58884233,-2.8078365,-0.057259724,-0.015136719,0.009277344,-0.0063476562,-0.015625,0.030761719,-0.026855469,0.009765625,0.022460938,0.013183594,0.03173828,0.0043945312,-0.001953125,-0.021972656,1,train,1,29
-0.23295532,0.9075931,0.079749115,0.47556418,-0.82309055,-1.0712917,-0.40039614,-0.43924215,0.080737434,0.14619365,-1.02981,0.36267263,-0.5017312,-0.084472656,0.021972656,0.021484375,0.024414062,-0.05126953,0.0043945312,-0.0014648438,0.0009765625,-0.03857422,0.028320312,-0.06591797,-0.011230469,-0.0043945312,1,train,1,30
0.07127301,0.68497473,0.18384725,-2.3158104,1.1310738,0.24061017,0.6587557,-0.43924215,-0.42382348,-0.596359,0.49558666,-0.13317503,0.5405583,-0.025390625,-0.0063476562,0.010253906,-0.020507812,-0.0029296875,-0.022949219,0.036621094,0.011230469,0.037109375,0.05078125,-0.0073242188,-0.017089844,0.029785156,1,train,1,31
0.7078926,0.5706243,-0.2705874,0.4276998,0.98152536,0.7431025,0.0599982,0.8689356,0.62481844,0.7456222,0.6702032,0.49739566,0.39054778,-0.00048828125,0.0024414062,-0.0234375,0.021972656,0.032226562,0.044921875,0.028808594,-0.020996094,0.04638672,-0.018066406,0.048828125,0.018554688,0.030761719,1,train,1,33
2.0096848,0.22149064,-1.405689,0.45756772,0.6616383,0.7290637,-0.38325378,-0.43924215,0.14346777,0.3474139,0.53602916,0.3863711,1.5666124,0.0014648438,0.016601562,-0.018066406,0.0029296875,-0.0043945312,0.047851562,0.015625,-0.013183594,-0.044921875,-0.04248047,0.03955078,0.0048828125,0.018554688,1,train,1,34
0.12281472,0.21540816,-2.0591078,0.49769127,0.4952373,0.58819157,-0.7261006,-0.43924215,1.1021962,1.080348,0.33905035,0.49032566,-0.029348206,-0.036621094,0.030761719,-0.0009765625,-0.0073242188,0.030273438,-0.010253906,0.0068359375,0.0048828125,0.0078125,-0.017578125,-0.022460938,0.016601562,-0.026855469,1,train,1,36
1.2708852,-0.997436,-0.73973984,0.49583048,0.8463096,0.695661,-1.1130278,0.2148467,0.5629245,0.41936073,1.1474249,0.4458512,0.6360802,-0.015625,0.0053710938,-0.019042969,-0.0146484375,0.013671875,0.0,-0.047851562,0.025390625,0.024902344,0.03466797,0.014160156,-0.0068359375,-0.0126953125,1,train,1,37
1.1815076,-0.997436,-0.21420495,-2.4909015,0.7033781,0.061978504,-0.28529754,-0.43924215,-0.28100744,-0.38609734,1.1426669,-2.989554,0.21996504,-0.005859375,0.0009765625,-0.0034179688,0.0034179688,-0.0029296875,0.032226562,-0.005859375,-0.015136719,-0.0014648438,-0.020507812,-0.0126953125,-0.0063476562,-0.018554688,1,train,1,40
0.2116217,0.8029746,-1.9132079,0.5217419,0.64689666,0.3093519,-0.4273341,-1.7474198,-0.12229971,-0.039444514,0.4337334,0.47999555,0.46783265,-0.016601562,-0.0146484375,-0.016113281,0.0048828125,0.028808594,-0.005859375,-0.020996094,-0.010253906,0.015625,0.047851562,-0.030761719,-0.0068359375,0.026367188,1,train,1,41
0.1452709,0.99761355,0.19375834,0.54197174,-0.021067912,-0.37419257,2.2003422,-1.093331,0.27101943,0.09540767,-0.20620996,0.5064622,-0.07549673,0.0014648438,0.010253906,-0.01171875,-0.012207031,0.014160156,0.005859375,0.026367188,0.0048828125,0.015136719,-0.0063476562,-0.021972656,-0.010253906,0.020019531,1,train,1,42
0.42594925,-0.6933126,0.33943418,0.41704932,0.9710055,0.5131566,-0.5375349,0.8689356,-0.3759393,-0.76160586,1.1683599,0.39389685,-0.5377604,-0.0043945312,0.0,-0.0048828125,0.010253906,0.040527344,0.018066406,-0.043945312,0.013671875,-0.022460938,0.030273438,0.032226562,0.026367188,-0.044433594,1,train,1,45
-0.029670386,0.36503688,0.39915824,0.46233612,0.60220367,0.20333472,-0.38325378,0.8689356,-0.7989508,-0.8552906,0.536505,0.46873468,0.048715085,-0.016601562,-0.0146484375,0.024902344,0.01953125,0.04345703,0.020996094,0.0234375,-0.025390625,-0.046875,-0.048339844,0.043945312,0.020996094,0.04296875,1,train,1,46
2.5080197,1.0122114,7.578627e-05,-2.5026677,0.9883988,1.2102557,1.2648599,-1.7474198,-1.1372764,0.29027966,1.2668493,-0.23438309,4.0668616,-0.008300781,-0.023925781,0.0,0.0,-0.0053710938,0.008300781,0.008300781,-0.017089844,0.0043945312,0.005859375,0.0234375,0.023925781,-0.02734375,1,train,1,48
1.7867115,-0.4779932,0.90408826,0.47409824,1.0195667,0.33694538,1.5819933,-1.093331,0.9832177,0.96203977,1.1107887,0.19506878,-2.8113816,-0.016601562,0.0078125,-0.028808594,-0.011230469,0.026855469,0.030761719,-0.009277344,0.0053710938,-0.016113281,0.00048828125,0.029296875,0.015625,0.0048828125,1,train,1,49
-0.83667535,0.94530433,-0.15220968,0.5003559,-0.21529545,0.17235254,0.37100926,-1.093331,-0.41483212,-0.22989197,0.32810706,0.420378,-2.8113816,-0.037109375,0.013671875,-0.005859375,-0.021972656,0.0068359375,0.009765625,0.015136719,0.04345703,0.034179688,0.0073242188,0.014160156,0.0029296875,-0.033691406,1,train,1,51
0.06389224,0.0061712633,0.27681676,-1.9742825,0.13381845,1.0045147,-1.1118033,2.1771133,-0.61117804,-0.65156955,-0.29946563,-0.042316366,-0.046918005,-0.025878906,-0.020507812,0.020996094,-0.0087890625,0.0034179688,-0.0073242188,-0.022460938,0.020996094,-0.026367188,-0.030761719,-0.0043945312,-0.018554688,-0.0107421875,1,train,1,52
-0.7981356,0.52196455,-1.4334018,0.47250876,-0.32462925,-0.5784813,-0.4897812,0.2148467,0.93219703,0.8162224,0.011703846,0.47648227,-0.27132216,-0.01171875,0.029296875,0.016113281,0.0009765625,0.04736328,0.027832031,-0.018554688,-0.05517578,0.02734375,0.052246094,-0.046875,0.03564453,0.029296875,1,train,1,54
0.4028178,0.50493366,0.82030064,0.44517592,0.37814966,0.40036204,0.11387413,0.8689356,-0.32387316,-0.06810781,0.51366687,0.44500968,1.4943316,-0.012207031,0.0390625,-0.021484375,-0.017089844,0.020996094,0.03466797,0.009277344,-0.024414062,-0.030273438,0.0078125,-0.0053710938,-0.001953125,0.0029296875,1,train,1,55
-0.18286884,0.18742882,0.13310105,0.42857656,0.63010645,0.6700039,0.8289547,0.2148467,-0.5438475,-0.72505534,1.2915906,0.45343965,0.39710864,0.012207031,0.0053710938,0.018554688,0.020996094,0.025878906,0.037597656,-0.05517578,0.0024414062,-0.038085938,-0.020996094,0.010253906,0.027832031,-0.026855469,1,train,1,56
0.302388,-1.376982,-0.32873935,0.49734908,0.3416334,0.4971814,-1.0628252,0.2148467,-0.7976962,-0.5717355,0.70398456,0.24829149,-0.019340092,-0.021972656,0.0029296875,-0.0073242188,0.005859375,0.028320312,-0.022949219,-0.0390625,0.010253906,0.010253906,0.0043945312,0.018066406,0.012207031,-0.026367188,1,train,1,58
-0.75582933,1.2190154,-0.2512536,0.48264697,-0.5421911,-0.37419257,-0.5632484,-1.093331,-0.58064926,-0.53210706,-0.69152015,0.391377,0.68489754,-0.008300781,0.048828125,-0.0053710938,-0.020507812,0.041503906,-0.022949219,-0.028808594,-0.021484375,-0.048828125,-0.011230469,-0.024902344,-0.0073242188,0.013671875,1,train,1,59
0.60629296,-1.4426726,-0.86305135,0.39846364,0.23334987,0.3514683,-0.04775367,0.2148467,0.7224687,0.5999972,-0.28947395,0.39694235,0.63274413,0.025878906,-0.029296875,-0.00390625,-0.0029296875,-0.0126953125,-0.016601562,-0.018066406,-0.0043945312,0.0126953125,0.0126953125,0.0063476562,0.016601562,-0.032226562,1,train,1,60
0.36305106,1.3722936,-0.4935349,0.41781268,0.5477846,0.7431025,0.21672818,0.8689356,0.03076228,-0.097348236,0.4846434,0.469311,1.7512065,0.009765625,-0.001953125,-0.0053710938,0.015136719,-0.0029296875,0.068359375,0.0053710938,-0.06298828,0.0,0.017089844,-0.0107421875,0.024414062,-0.015625,1,train,1,61
1.4052894,-1.184776,-1.1149728,0.45639738,0.3944823,-0.052752398,1.8550463,0.2148467,0.4378821,0.4072413,0.52984387,0.42273387,0.9206442,0.0063476562,0.0068359375,-0.034179688,0.00390625,0.034179688,0.0390625,0.0014648438,-0.020019531,0.025390625,0.024902344,0.001953125,0.0126953125,-0.01171875,1,train,1,62
0.4028178,0.10227426,-0.6340428,0.44517592,0.5527413,0.40036204,0.06612046,0.8689356,-0.16516544,0.27431285,0.49891722,0.4436135,1.5259128,-0.005859375,0.028808594,-0.009765625,-0.011230469,0.026367188,0.028808594,-0.013671875,0.018554688,0.037109375,-0.0068359375,0.022460938,-0.0063476562,-0.024902344,1,train,1,64
-0.8657609,2.0437982,-1.1765366,0.24569206,-0.019386813,-0.09728929,0.46039432,0.2148467,1.5578275,1.517223,0.23913354,0.4154541,0.88695025,0.0073242188,0.03466797,-0.0034179688,0.0009765625,0.0073242188,0.01953125,-0.021484375,-0.017578125,-0.0063476562,0.0048828125,-0.005859375,-0.0068359375,-0.022460938,1,train,1,65
-0.2964242,-0.8636217,-0.7049089,-2.2385702,0.28566843,0.32774755,0.22529936,0.8689356,0.42930895,-0.02559379,-0.402713,-2.787567,-0.23251292,0.0048828125,0.008300781,0.026367188,-0.022460938,-0.0009765625,0.020507812,-0.020019531,-0.03955078,0.0034179688,0.010253906,-0.041992188,0.032226562,-0.0087890625,1,train,1,67
1.3078747,0.11930517,0.14600919,-1.9112017,-0.20869237,0.70534295,0.39794722,-1.7474198,-0.19339408,-0.24297321,-0.43554282,-2.4045234,0.19138631,-0.024902344,0.015625,0.013183594,-0.030273438,0.036621094,-0.008300781,0.0043945312,0.0029296875,-0.027832031,0.009277344,0.03564453,0.0063476562,-0.0078125,1,train,1,68
-0.23733053,-1.7248992,0.44705456,-2.129494,0.2076828,0.94400257,0.05265148,2.1771133,-1.2248898,-0.97475314,0.367598,-2.5952253,-1.096658,0.0,0.0126953125,0.009277344,-0.022949219,0.018066406,-0.008300781,-0.020996094,-0.0068359375,-0.048339844,-0.01953125,0.021484375,0.016113281,0.0053710938,1,train,1,69
0.6706654,-1.7784249,1.0947201,-2.1354692,0.42714068,0.6366012,-0.28039974,0.8689356,-0.8549899,-1.255615,1.1107887,0.011514016,-0.3617288,-0.030273438,0.0014648438,0.025390625,0.0126953125,0.033203125,-0.013183594,0.0063476562,-0.009765625,-0.0024414062,-0.03955078,0.0063476562,-0.0146484375,0.0068359375,1,train,1,70
0.6935781,-1.6847548,0.14231303,-2.207935,0.97156006,1.1797576,0.521617,0.2148467,-0.83031595,-0.43880704,1.6008569,0.058325037,-0.84111744,-0.0024414062,0.0063476562,-0.0053710938,0.009765625,0.00390625,0.024414062,0.011230469,-0.001953125,-0.018066406,-0.0034179688,0.048339844,-0.026855469,-0.015625,1,train,1,71
1.3336693,0.099841274,-0.25453833,0.55885863,0.86814654,0.90672714,1.5844423,-0.43924215,-0.7401934,-0.615019,0.4342092,0.4001253,0.44225636,0.005859375,-0.013183594,0.032714844,-0.014160156,-0.0087890625,0.025390625,0.03466797,-0.025878906,0.0087890625,-0.0048828125,0.022949219,0.033203125,0.0024414062,1,train,1,72
-0.83667535,0.94530433,-0.12125887,0.50060093,-0.21529545,0.08424695,0.36733592,-1.093331,-0.5237738,-0.33723506,0.34856623,0.38205484,-2.8113816,-0.0029296875,-0.040039062,0.0234375,-0.03125,0.0029296875,0.0014648438,-0.022949219,0.018554688,0.0,-0.0034179688,0.027832031,0.025878906,-0.017089844,1,train,1,73
0.68830884,-0.2699728,0.2159253,0.45786738,0.9907281,0.7280955,-0.66732687,1.5230244,-0.30108112,-0.8116224,1.2973001,0.41350815,-0.0046615247,-0.028808594,-0.0043945312,-0.005859375,0.00390625,0.047851562,-0.013183594,0.0,0.045898438,-0.013183594,-0.0073242188,0.01171875,0.009277344,0.017089844,1,train,1,74
0.48740175,0.0025217824,1.2562478,0.3369561,0.5461555,0.3209702,-0.6085532,0.2148467,-0.8376345,-1.1017181,1.0703462,0.2628559,0.68500876,-0.03173828,0.020996094,0.015625,0.024902344,0.020996094,-0.00048828125,0.0087890625,0.017578125,-0.02734375,-0.07714844,-0.0043945312,0.016601562,0.0009765625,1,train,1,75
0.14159001,-1.6385281,0.6738621,0.56066674,0.07789853,-0.6559368,0.59630865,-0.43924215,-1.6297094,-1.2192569,0.585036,0.35677934,-0.78640646,-0.011230469,0.020507812,0.01171875,-0.020996094,0.020019531,-0.014160156,0.0063476562,-0.0009765625,-0.0009765625,0.0234375,0.0087890625,0.012207031,-0.024414062,1,train,1,76
0.28859663,2.42821,-3.8167613,0.28048024,0.28985906,-0.24590695,-1.0065004,1.5230244,0.8562933,0.764667,0.19060251,-3.2476618,1.2209989,-0.022460938,0.016601562,0.013671875,0.014160156,0.014160156,0.013671875,-0.01171875,-0.001953125,0.036621094,0.028320312,0.020019531,0.010253906,-0.03125,1,train,1,77
-0.9606076,0.21784115,-0.10836744,0.39664334,-0.21937168,0.10022214,-0.17019896,-0.43924215,0.64719224,0.60384464,-0.52451634,0.36441118,0.70357937,-0.018554688,0.053222656,-0.025878906,0.00048828125,0.015625,0.0146484375,-0.016113281,0.04296875,0.008300781,0.021484375,0.033691406,0.02734375,-0.017578125,1,train,1,78
-0.9611307,-0.87700313,2.4224942,0.46300635,-0.4081157,0.15831374,-0.7420185,-1.093331,-0.49199042,-0.5124852,0.21106167,0.44519776,-0.49116707,-0.018066406,-0.0146484375,-0.01171875,-0.0107421875,0.01171875,-0.03955078,-0.0009765625,0.0029296875,-0.013183594,-0.0024414062,-0.00048828125,0.05078125,-0.021972656,1,train,1,79
0.35051516,0.13633609,0.83025855,0.47904888,0.78894424,0.70437473,0.13713874,0.8689356,-0.84474397,-1.1392305,0.48321602,0.4507438,-0.03134983,-0.029296875,-0.016113281,0.0087890625,0.029785156,0.023925781,0.0034179688,-0.01171875,0.0053710938,-0.06298828,-0.045898438,0.026855469,0.013183594,0.020996094,1,train,1,80
-0.5699786,1.6095098,0.40587488,0.4630509,0.065950595,-0.26914358,0.508148,-0.43924215,-0.5087185,-0.7265943,-0.15149361,0.43849185,0.32838628,-0.022460938,0.021484375,-0.0029296875,0.0146484375,-0.022460938,-0.0073242188,-0.046875,0.033203125,0.0048828125,-0.0087890625,-0.0126953125,-0.0073242188,0.05029297,1,train,1,82
0.089525186,-1.189642,1.0242053,0.37658763,0.005101765,0.05762163,-1.486486,2.1771133,-0.7381024,-0.5546145,-0.4802675,0.16176116,-0.42633674,-0.012207031,0.0068359375,0.013183594,-0.0126953125,0.0078125,-0.0073242188,0.009765625,0.018066406,0.0048828125,0.023925781,-0.009277344,-0.048339844,0.03466797,1,train,1,83
-1.2251357,0.0755114,-3.143072,0.507222,-0.85646987,-0.88830316,-0.7322229,0.2148467,1.4256756,1.2623311,-0.8956359,0.44244403,-0.7209089,-0.021484375,-0.012207031,0.0029296875,-0.005859375,0.018554688,-0.014160156,0.005859375,0.017089844,-0.05908203,-0.023925781,0.021484375,-0.033691406,0.049316406,1,train,1,84
0.13506527,0.77864474,0.59310836,0.4311035,0.78035504,0.365023,0.3440713,-0.43924215,0.28001076,0.2995135,0.026929265,-0.066318676,0.06372725,-0.014160156,-0.0390625,-0.05517578,0.03466797,-0.0024414062,-0.028808594,0.001953125,0.033691406,-0.011230469,0.029296875,0.030273438,0.024902344,0.032226562,0,train,1,85
0.22641176,1.2956545,-0.1523903,0.32141572,0.56475854,0.4918563,-0.50692356,0.2148467,0.41278994,0.1265718,-0.16148528,0.27202615,0.17070287,-0.0546875,0.005859375,-0.028808594,0.01953125,-0.01171875,0.024902344,-0.0234375,0.024414062,0.015136719,0.01953125,0.0078125,-0.022949219,0.018554688,0,train,1,86
0.33770344,-0.3453954,0.18503137,0.41309488,0.22822686,0.48895174,1.4717926,-0.43924215,2.61797,2.7043455,-0.42412376,0.24423806,-0.16779378,-0.0009765625,0.00048828125,0.0009765625,0.0029296875,0.0053710938,0.0053710938,-0.00390625,-0.026367188,-0.024414062,-0.0234375,0.036621094,0.022949219,0.0126953125,0,train,1,87
-0.41128263,-0.55341583,-0.42094618,0.2571241,-0.26297277,-0.18491077,0.8252813,-1.7474198,0.3097031,-0.2629798,-1.0512207,-2.3882592,0.5095331,-0.017089844,0.008300781,0.015625,-0.0146484375,0.01171875,-0.032226562,0.020996094,0.046875,-0.0390625,0.013183594,0.016601562,0.0043945312,-0.005859375,0,train,1,88
-0.32982787,0.49885118,0.12196571,0.307072,-0.16296649,-0.5223261,-0.09305843,-1.093331,0.40902615,0.11906932,-0.5763779,0.18127118,-0.6240526,-0.03857422,-0.014160156,-0.0146484375,0.020019531,0.001953125,-0.047851562,0.0063476562,-0.0126953125,-0.01953125,0.053222656,-0.047851562,0.025390625,-0.009765625,0,train,1,90
-0.3778219,-0.17386979,-0.63155085,-2.1462696,-0.3254334,-0.27834144,-1.0616008,-1.7474198,-0.22120452,-0.18487711,0.49415928,-2.5714931,-0.16278973,-0.0009765625,0.015625,0.0043945312,0.017578125,0.008300781,0.0107421875,-0.033691406,0.00390625,0.026855469,0.0078125,0.028320312,0.0068359375,-0.024414062,0,train,1,91
0.49936694,-0.8040135,-0.8059163,-2.396173,0.049330253,-0.19459271,-0.22285044,0.8689356,0.23944516,-0.0017397655,-0.13864715,-2.8174818,-0.07671995,-0.024414062,0.014160156,-0.00048828125,0.011230469,0.024414062,-0.032714844,0.0014648438,0.0073242188,0.017089844,-0.005859375,-0.0068359375,0.01171875,-0.032714844,0,train,1,92
1.6372224,-0.4998901,0.020754257,-2.2228456,-5.02809,0.84427863,1.8121904,0.8689356,-0.87736374,-0.66946006,-0.058713716,-0.294073,0.7893155,-0.0234375,0.013183594,-0.0087890625,-0.0043945312,0.018554688,0.015136719,0.016113281,-0.009765625,0.012207031,0.0043945312,0.030273438,0.025390625,-0.0034179688,0,train,1,93
0.1957949,-0.5388179,-0.8731464,0.49032098,0.4195948,0.3509842,0.5914108,0.8689356,0.7132682,1.6062908,-0.2928045,0.30119112,0.46627584,-0.001953125,0.048828125,-0.0009765625,-0.0234375,0.016113281,-0.023925781,0.019042969,-0.024414062,-0.01171875,0.032714844,0.017578125,0.0024414062,-0.020019531,0,train,1,94
0.48740175,-1.1203018,1.7827593,0.3369561,0.36490884,0.21011208,-0.781201,0.2148467,-0.6787177,-0.83951616,1.0470322,0.2847531,0.4187929,-0.021972656,0.001953125,0.028320312,-0.017089844,0.015136719,-0.023925781,-0.017578125,0.0063476562,0.017089844,-0.010253906,-0.021484375,0.00048828125,-0.045410156,0,train,1,95
-0.12910149,0.5037172,-0.40231815,-2.0186725,-0.2583801,-0.27156407,-0.78609884,-1.7474198,1.0984324,0.77178466,0.53269863,-0.15442361,0.23175237,-0.021484375,0.0107421875,-0.0063476562,-0.029296875,0.04248047,0.0063476562,0.0043945312,-0.020996094,0.0024414062,0.020996094,-0.0029296875,0.011230469,-0.015625,0,train,1,97
